name,link,rating,num_reviews,price,distance_to_city_center,star,description,images,address
Grand Hostel Berlin Urban,https://www.agoda.com/en-gb/grand-hostel-berlin-urban/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=8&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,8.3,4380,94.0,1.8,3.0,"Nestled in the heart of Neukölln, Berlin's vibrant district teeming with trendy eateries, art spaces, and bustling nightlife, Grand Hostel Berlin Urban is an ideal pick for two travelers. Enjoy modern comfort in air-conditioned rooms with complimentary WiFi, some offering picturesque city views. The hotel features a lively on-site restaurant and a cozy shared lounge with a TV, perfect for relaxation after exploring the city. With Hermannplatz U-Bahn just steps away, you'll have seamless access to Berlin's top attractions. Start your day with a delightful breakfast before discovering the city's charm. [Some content may be Generative AI assisted. Inaccuracies may occur.]","['https://pix8.agoda.net/hotelImages/4937596/-1/3081d23c4cfe86e6a19cc91c8b2582ec.jpg?ce=0', 'https://pix8.agoda.net/property/4937596/528134433/6c5b48599455bf8e731bacbce0f9a6b6.jpeg?ce=0', 'https://pix8.agoda.net/property/4937596/0/706585db3484287f8737bf7e4ad27955.jpeg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/259658614.jpg?k=dcbe5fc92dbfd076da91b2cb0650ae127600243f56b4daff2302e325cd11a38f', 'https://pix8.agoda.net/hotelImages/4937596/-1/8f95f504f89a230fa8493353542d8beb.jpg?ca=7&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/431540387.jpg?k=070fe43d255163cbff1cf46f9814f2a54e1fab3c63e932d6b30917292f290bc9', 'https://pix8.agoda.net/property/77690177/0/bfd83a1a1dd669dd8dce29649a8ba3e9.jpeg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/431540107.jpg?k=5498ada626af4a889cf26ae96699282ace0301ef97dbdceba88aead430623352', 'https://pix8.agoda.net/hotelImages/4937596/-1/42d517df4d6b41624fdadfe8bb01ba90.jpg?ce=0', 'https://pix8.agoda.net/property/4937596/1159932434/9ba5833567a6c051e44d84f4ecf31d9a.jpeg?ce=2', 'https://cdn6.agoda.net/images/icons/agoda-preferred.svg']","Sonnenallee 6, Neukölln, Berlin, Germany, 12047"
"The Hoxton, Charlottenburg",https://www.agoda.com/en-gb/the-hoxton-charlottenburg/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,8.8,2383,93.0,0.0,4.0,"Conveniently situated in the Charlottenburg part of Berlin, this property puts you close to attractions and interesting dining options. This 4-star property is packed with in-house facilities to improve the quality and joy of your stay.","['https://q-xx.bstatic.com/xdata/images/hotel/max500/466922518.jpg?k=2a5c066137f5d12c64a6f98e249f2c144350528dc115d7de8e8dbc8a2c79f4fb', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/466918593.jpg?k=7912d95e4f8e5a1638bfcefd944c26878eb99cac55c63db0f4392f14c67ac8c5', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/466922517.jpg?k=e7e9b56e9bc11ac01905bff907317e2fb5ebffbc1c1bfe3a4e53225152d36a70', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/466921611.jpg?k=027a9454839966f1161f2da2ad5e139156f0d6e8f28a3809974f004add4da786', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/466921469.jpg?k=f3db0039786de47b220eb2dbdff84cf89320d463615e584dbceed3042d6d31d4', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/466922551.jpg?k=c8af3fa5bda6bf1091b71a127d0da77c622f66166c894b503c0e3c605180c034', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/466921625.jpg?k=b5f6aa7191b0a4ae13d82860fa1597d6a46c63169c0b6d43759ffcb75f898e6c', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/466921649.jpg?k=7e0eb69191ff8c54f8e0609ac27cbfa4c6a23efe247a8a8a0efec26758e5fc4c', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/466921621.jpg?k=443d0fcaabf9856a82b376c62a73ac8c9091acc08f9c4ac9939a9172d5aafef8', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/466919904.jpg?k=416ee24b45e6f7fa184fd60d0f4cc6bbd015ce8fbd1c84d5f7de4b2969092fa1']","18-19 Meinekestraße, Charlottenburg, Berlin, Germany, 10719"
Leonardo Hotel Berlin KU'DAMM,https://www.agoda.com/en-gb/hotel-california-am-kurfuerstendamm/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=9&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,8.6,8386,88.0,0.0,4.0,"Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Strategically situated in Charlottenburg, allowing you access and proximity to local attractions and sights. Don't leave before paying a visit to the famous Brandenburg Gate (Brandenburger Tor). This 4-star property features sauna to make your stay more indulgent and memorable.","['https://pix8.agoda.net/hotelImages/69698/-1/60683cd8ec920c4e1b18bede4f8d0198.jpg?ce=0', 'https://pix8.agoda.net/property/69698/639741504/4fa0e54332eb7b8d73c630808d807ddd.jpeg?ce=0', 'https://pix8.agoda.net/hotelImages/69698/-1/013718322767aac4e26c708eade8f9c7.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/24333689/0/7a0f605900b9d5c6bfc6ac4a4aa0c80d.jpg?ca=20&ce=0', 'https://pix8.agoda.net/hotelImages/24333689/0/2babe85dbd69ee4a5e77ca51a805ab94.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/24333689/0/5964f99dc9abe39d8afdefb28f787008.jpg?ca=20&ce=0', 'https://pix8.agoda.net/hotelImages/69698/-1/c4243171d5a28ba92432ac78a0e68f73.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/24333689/1150371682/2a09534843c1637a20c9c073f10fca42.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/24333689/0/7d4f186bdebaab31a309d9080e86e3c5.jpeg?ce=0', 'https://pix8.agoda.net/hotelImages/69698/-1/edfa036e37f90f7983fc81388594228e.jpg?ce=0']","Kurfuerstendamm 35, Charlottenburg, Berlin, Germany, 10719"
LOGINN Hotel Berlin Airport,https://www.agoda.com/en-gb/loginn-hotel-berlin-airport/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,8.4,3865,68.0,0.0,3.0,"Conveniently situated in the Airport Berlin-Schonefeld part of Berlin, this property puts you close to attractions and interesting dining options. Don't leave before paying a visit to the famous Brandenburg Gate (Brandenburger Tor).","['https://q-xx.bstatic.com/xdata/images/hotel/max500/474954220.jpg?k=71bb944051cd9de3b995e0396920d9e9bf015962980e3fec552278f1201a961b', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/378316904.jpg?k=fbba7ccb1252b5507fe11d37b163139086d6a787424db7b171ceb68f4cc2c5ef', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/426468971.jpg?k=956047e506eca008d7ac041f35cc875583d93faef5dae1982550bf2989d36400', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/378316464.jpg?k=5774bf1208048321901ea0e8359df5161e06d0c6493316e0d416bea7598cd465', 'https://pix8.agoda.net/hotelImages/35247006/0/e897d0c73da16a9a71caee8b49bbd91f.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/426469315.jpg?k=da158679df176663ccd58d40f4831f78e3b2dcb4e2c77a0aa2cb96ede27c97ba', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/426469364.jpg?k=70c61489094d0272998121c13022aaaaa1ffa3f51bb2614a84e3e0c16e45e8f6', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/426468841.jpg?k=97843102b2451846baec061094a45ca611b74e811aa15411d9f7dfaedc281648', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/426471684.jpg?k=b7d0119c960e8c759d41ab31dd1f968ff1eb1dc36a9c2926c72b30542cc05aa2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/378316944.jpg?k=3edde78d173b4738dc45356ce39fbf61755581c4da28137d4250a5258dbce549']","Schützenstrasse 33, Airport Berlin-Schonefeld, Berlin, Germany, 12526"
The Circus Hostel,https://www.agoda.com/en-gb/the-circus-hostel/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=2&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,8.9,593,79.0,0.0,4.5,"Located in vibrant Mitte, The Circus Hostel is an ideal base for two travelers. Enjoy easy access to historic landmarks, dining options, and attractions like Die Hackeschen Hoefe and Alexanderplatz. The hostel features a lively coffee shop, a cozy shared lounge, and a nightclub for unforgettable nights. Each room comes with complimentary Wi-Fi, an in-room safe, and private balcony views. Unique amenities include spacious lockers, a book exchange library, and a welcome beer from the underground brewery. Conveniently near public transport and local eateries, it's perfect for exploring Berlin. [Some content may be Generative AI assisted. Inaccuracies may occur.]","['https://pix8.agoda.net/hotelImages/445217/-1/41cc2d630e5c5d7557b4071173149f47.jpg?ca=8&ce=1', 'https://pix8.agoda.net/hotelImages/445217/-1/d56b64418f438307a11c0c1c20ed9a67.jpg?ca=8&ce=1', 'https://pix8.agoda.net/property/445217/879404800/a50dfd4a83d8418194e267ee18aab8b5.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/682972478.jpg?k=ed21e326050b63c03c64a977ca1524a070ba43255597698e384e0e4634259205', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/462484261.jpg?k=a100095378487c948f121769464d93beaadcbe755c38eab9a44909e4fd0e8726', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/492755933.jpg?k=60948fdedc7b9ef3b64c04c4d2327f0f00cc2c0619d39089b11eae4c94485d87', 'https://pix8.agoda.net/hotelImages/445217/-1/b558176865cefee4a7d2f248fefb0739.jpg?ca=8&ce=1', 'https://pix8.agoda.net/property/445217/878985485/8d4dd5299da2632590e70419360faba1.jpeg?ce=0', 'https://pix8.agoda.net/property/445217/781237464/ccc2db8912cc134fefad32832a55a511.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/232209196.jpg?k=bf6f8353db6db34a828086e9161608bc55a15f514674a92e662109c88c32071f']","1A Weinbergsweg, Mitte, Berlin, Germany, 10119"
acama Hotel + Hostel Kreuzberg,https://www.agoda.com/en-gb/acama-hotel-hostel-kreuzberg/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,7.9,5486,51.0,0.8,2.0,"Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Conveniently situated in the Kreuzberg part of Berlin, this property puts you close to attractions and interesting dining options. Don't leave before paying a visit to the famous Brandenburg Gate (Brandenburger Tor).","['https://pix8.agoda.net/hotelImages/115340/0/ed5b6ef1ee068933e2d5677407fbed3e.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/534794515.jpg?k=cf036c3a6b8796cd8667c64ecf2ed2d9ef5967411a137e21f27d0f50d8d0c13e', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/534802866.jpg?k=f9824ef5dc01878c51cada20314e12d8854cd45d4c183074b23561c84aa6c8cf', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/534538279.jpg?k=d318be836d07c55aec1e917d5d20b091fb12aa0af2edd330a2d3cb0074325e33', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/534810117.jpg?k=6544251029ef81eba3ce40988539e0ff5ca70f45e81b59dd61e6382658c3c16b', 'https://pix8.agoda.net/hotelImages/115340/-1/0cc23657457b7bbe6b639aa2af62ae73.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/261046372.jpg?k=177c26a75e0b11314b58b47b13e250b814bb911066306fc96b323760b4cd5641', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/534802884.jpg?k=51255500a6c5d9c2ed395c16daa26c87aff38e5c1a26c0ffa92a231c4848d481', 'https://pix8.agoda.net/property/115340/0/cd10784f6d31aa001732480c20a38198.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/534793577.jpg?k=596d1d92e68b148778b8bc6f6a0d43cce94dbb084096a682a31966ea34f68baa']","Tempelhofer Ufer 8, Kreuzberg, Berlin, Germany, 10963"
36 Rooms Hostel Berlin Kreuzberg,https://www.agoda.com/en-gb/36-rooms-hostel-berlin-kreuzberg/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=9&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,5.9,111,101.0,0.9,2.0,"Conveniently situated in the Kreuzberg part of Berlin, this property puts you close to attractions and interesting dining options.","['https://q-xx.bstatic.com/xdata/images/hotel/max500/230661226.jpg?k=c8bbd0c109a2a2492b44e40082f34479ed0a675cdd4151061f212063b987833e', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/696032606.jpg?k=322d5daa424f06ea6005742b8826f64f4688e46ed80026a4f04a952f9c6843f7', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/230661224.jpg?k=7b8cd1717943fa07a6c6c3685d57c9b9662c0ee36e8d99eef64944f60fca2468', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/230621072.jpg?k=09fbd2e0a13cf892325276e6bef199ec3f7d8be71fb305c8bbb5e4b26e540b7f', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/230661232.jpg?k=601b7d4e59a2dff9c9baf6ef2bc4fb9eee980a96c766335f7daff913cfb3bfc5', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/329875316.jpg?k=631a3eb816d99c1feda6daf719e61b81de3c5f438d67e04e1a195ed950c18bc9', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/696242162.jpg?k=40444816da4572a40d8f8daba0fa18f04e9b17a89e15e58e27718eccce4f62e8', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/230621181.jpg?k=036ea9a42c359a9fcef36aebb25f54fab8e460c9573b72339f35e82adcb2dc00', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/230662783.jpg?k=424dc475ed002961b04bd638b0a76980455ed4c9d7a013ab9e33c66aa7115785', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/695541022.jpg?k=4ad7dd55a070a1d8983281ee2b81dacff2535f043efc8e637536fdce07dccdad']","Spreewaldplatz 8, Kreuzberg, Berlin, Germany, 10999"
ADAPT APARTMENTS BERLIN - Adlershof,"https://www.agoda.com/en-gb/adapt-apartments-berlin-adlershof/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=17,1&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd",9.0,3651,76.0,10.6,4.5,"The car parking and the Wi-Fi are always free, so you can stay in touch and come and go as you please. Conveniently situated in the Treptow part of Berlin, this property puts you close to attractions and interesting dining options. This 4.5-star property features massage to make your stay more indulgent and memorable.","['https://pix8.agoda.net/hotelImages/13832791/-1/7a27e64fb2d522d18d863fb43b50f973.jpg?ca=13&ce=1', 'https://pix8.agoda.net/hotelImages/138/13832791/13832791_20073119070091774319.jpg?ca=13&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/38862581.jpg?k=7a605ac748ac59e818a4102bf577a494d740777e29140ef8fec996620afec3cc', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/138176083.jpg?k=48c677e04052652edc3f77c3adfb737c54635ef5e4da0af0afaa52bc44e4b725', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/138176075.jpg?k=50169212458a66d67959d7d603aefd8f2e2f8b8e0c64a96b38a6e31ccd9df9b9', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/138176079.jpg?k=b400a7659ede6d60ea3118e0e5046907b32011365cb6f8d3fdacb8f46fe2c40c', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/138176072.jpg?k=dc799de4c72d0957d576e09299081aa3e77b65299f15e77c154b46b0fd310629', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/138176085.jpg?k=87dbdf20cfd36009943fb3e4bf03cc18333bdaa102def8b287bc5f58a2961136', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/138176070.jpg?k=abaa624191e807174f0174d665375afa17fc4ea6bc7d5ba6160c256e8869aaac', 'https://pix8.agoda.net/property/13832791/1022935872/e61adf538fb8f9e35c5f7e51475bdec5.jpeg?ce=2']","Erich-Thilo-Straße 3, Treptow, Berlin, Germany, 12489"
GINN City & Lounge Yorck Berlin,https://www.agoda.com/en-gb/ginn-city-lounge-yorck-berlin-new/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=1&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,8.9,3741,81.0,1.2,4.0,"Conveniently situated in the Kreuzberg part of Berlin, this property puts you close to attractions and interesting dining options. This 4-star property is packed with in-house facilities to improve the quality and joy of your stay.","['https://q-xx.bstatic.com/xdata/images/hotel/max500/361581256.jpg?k=e4625ec2f804e54369142c250b720b6fc43d25e5780ea168a53b0157d04d31c4', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/374989502.jpg?k=e8829aa4119e3797cb8d6c79545d8450afb620e632925a8549d153056e095371', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162548.jpg?k=bc48d80ae742d8028abf289591f2105e7463777bcdb21381df7e3823186e7cfc', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162543.jpg?k=cd818c3a1c52eab6e696ded0815cc35d6443b47df1dc8962109164488876f85d', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162544.jpg?k=7c34f34dca7a107c9fd5064cec4634126ca9858f7277606657e7fd1b9068b2ab', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162550.jpg?k=eba3081b5bb91158aa020c72c19a5d088dba67bef21d7670d818ce9b8ec99191', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162539.jpg?k=4424a8b00cbf0e3f7dd72e877a6f4a9893fa80e766bc218f81f8c4c3ba1f4cd7', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162545.jpg?k=f3d466330b9e165c2169bc184cba1155feb0c32605efa62ff3ea6b4ae715c1ac', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162540.jpg?k=51dc47e189eb16746e62d6e276e3ff592b5e52f4b0bac77f9ffef9c296ffcea2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/374987181.jpg?k=3482a126c0f26a63b1688e211210176f1b5b1e5dafed52bedf6f878f2bf54602']","Möckernstr. 49, Kreuzberg, Berlin, Germany, 10965"
Happy Hotel Berlin,https://www.agoda.com/en-gb/happy-hotel-berlin/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,7.4,2489,70.0,1.2,2.0,"Conveniently situated in the Schöneberg part of Berlin, this property puts you close to attractions and interesting dining options.","['https://q-xx.bstatic.com/xdata/images/hotel/max500/274507851.jpg?k=bef5ec5a0789ee1b822e07e5c14014c23f60a97e25423e97a813af28855802cf', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/274516846.jpg?k=8e45fb8d5180cc3aa04d9868030e42d4d653b0ca148c0719b5d42cb4e4ef57e0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/258337076.jpg?k=e26273d3753b532c4f8cf3af5f31a5ce6b25133367346a1f2c8b4082624b3459', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/258337022.jpg?k=561f89f6343b22ecee7bc589ec8df3267680046d5aac52937ccf360a62bab16d', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/258337059.jpg?k=84b7b3c41638a07034dcccaabf76a86af2cc129af91ef809bb9cdbae5eefa569', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/256133560.jpg?k=de695ea0baf5923af3354734f1f84a63fc7212d0a4c90a3df8bfb3413cae30ad', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/274507915.jpg?k=d48513d2ba31c0089f09dfddc34d46be7ef1dc3aa69574e0b9779e53b9334fcf', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/258337084.jpg?k=59e7b602488a6cb305902ba91d1884ad929c49454c6c1ce42cfadc1024e27159', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/256133561.jpg?k=ff6ee98721839200565b3a601ab60391920dbaab646553ad8d4f85cba821995f', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/274516854.jpg?k=c877e8621e5da0bb4d31fdfc9a06088a2009a3fc6d81e42cd63afdd8e990bc48']","Grunewaldstraße 33, Schöneberg, Berlin, Germany, 10823"
Hotel Domicil Berlin by Golden Tulip,https://www.agoda.com/en-gb/hotel-domicil-berlin-by-golden-tulip/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=9&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,8.1,2743,76.0,0.5,4.0,"Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Conveniently situated in the Charlottenburg part of Berlin, this property puts you close to attractions and interesting dining options. Rated with 4 stars, this high-quality property provides guests with access to massage and restaurant on-site.","['https://pix8.agoda.net/hotelImages/5875929/0/7f4e6ed0a39216004c22b7e674751bb4.jpg?ca=9&ce=1', 'https://pix8.agoda.net/hotelImages/5875929/461779411/92f1760283f1c887bcc282d27d24fbb4.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/5875929/0/6415ee691feb73dd53ce29b0b9e24d4c.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/5875929/0/ea2b9ce3eaf9b7398a3c88268b55a7b3.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/5875929/0/7fa5878787ab392132fe4696123bfddb.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/2802584/0/6dbb86b18d0569dc1672b5bece16af7f.jpg?ca=7&ce=1', 'https://pix8.agoda.net/hotelImages/5875929/0/a31738aebd71b248a491160f876e0063.jpg?ca=9&ce=1', 'https://pix8.agoda.net/hotelImages/5875929/461779407/1bc0bd59d1fbf235474b87c5dc362a23.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/5875929/0/de97ce28b64802eb5e7481ff6b63c6b4.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/112975725.jpg?k=fe72018a4352833f9b765cc59d54b7eda15dae8d3d06f122544aee8f4f85c4ab']","Kantstraße 111A, Charlottenburg, Berlin, Germany, 10627"
